Dato;Time;Elspot Price, DKK/MWh;
;;DK-West;DK-East
2013-07-24;1;263.40;262.95
2013-07-24;2;253.03;253.48
2013-07-24;3;245.94;245.94
2013-07-24;4;242.59;242.59
2013-07-24;5;231.10;244.00
2013-07-24;6;254.30;254.30
2013-07-24;7;270.26;270.26
2013-07-24;8;393.27;393.27
2013-07-24;9;379.17;379.17
2013-07-24;10;438.10;438.10
2013-07-24;11;446.98;446.98
2013-07-24;12;484.43;484.43
2013-07-24;13;439.15;439.15
2013-07-24;14;487.48;487.48
2013-07-24;15;447.58;447.58
2013-07-24;16;445.34;445.34
2013-07-24;17;427.29;427.29
2013-07-24;18;456.75;456.75
2013-07-24;19;454.96;454.96
2013-07-24;20;430.94;430.94
2013-07-24;21;471.15;471.15
2013-07-24;22;410.95;410.95
2013-07-24;23;361.79;361.79
2013-07-24;24;288.39;288.39
2013-07-25;1;264.05;264.05
2013-07-25;2;249.58;253.53
2013-07-25;3;246.00;246.00
2013-07-25;4;243.83;243.83
2013-07-25;5;234.51;239.14
2013-07-25;6;255.40;256.22
2013-07-25;7;291.50;279.79
2013-07-25;8;437.77;448.66
2013-07-25;9;477.00;477.00
2013-07-25;10;482.37;482.37
2013-07-25;11;484.31;484.31
2013-07-25;12;496.84;496.84
2013-07-25;13;424.64;424.64
2013-07-25;14;379.22;379.22
2013-07-25;15;484.84;484.84
2013-07-25;16;447.54;447.54
2013-07-25;17;368.70;368.70
2013-07-25;18;407.04;407.04
2013-07-25;19;439.93;439.93
2013-07-25;20;443.81;443.81
2013-07-25;21;368.18;368.18
2013-07-25;22;441.35;441.35
2013-07-25;23;434.34;434.34
2013-07-25;24;301.42;301.42
2013-07-26;1;261.07;266.66
2013-07-26;2;250.85;255.55
2013-07-26;3;246.16;248.54
2013-07-26;4;245.93;245.93
2013-07-26;5;245.56;245.86
2013-07-26;6;247.20;255.92
2013-07-26;7;290.38;281.65
2013-07-26;8;302.46;302.46
2013-07-26;9;385.30;385.30
2013-07-26;10;365.47;365.47
2013-07-26;11;365.17;365.17
2013-07-26;12;352.27;352.27
2013-07-26;13;364.95;364.95
2013-07-26;14;322.66;322.66
2013-07-26;15;294.78;294.78
2013-07-26;16;292.46;292.46
2013-07-26;17;293.81;293.81
2013-07-26;18;365.17;365.17
2013-07-26;19;380.31;380.31
2013-07-26;20;402.68;402.68
2013-07-26;21;302.31;302.31
2013-07-26;22;285.83;285.83
2013-07-26;23;294.03;294.03
2013-07-26;24;280.53;280.53
2013-07-27;1;270.86;270.86
2013-07-27;2;260.94;260.94
2013-07-27;3;248.34;248.34
2013-07-27;4;246.93;246.93
2013-07-27;5;245.96;245.96
2013-07-27;6;245.73;245.73
2013-07-27;7;249.83;249.83
2013-07-27;8;256.47;256.47
2013-07-27;9;269.37;269.37
2013-07-27;10;280.63;280.63
2013-07-27;11;276.60;276.60
2013-07-27;12;271.01;273.32
2013-07-27;13;264.07;270.86
2013-07-27;14;263.85;269.89
2013-07-27;15;263.40;271.68
2013-07-27;16;265.56;265.56
2013-07-27;17;263.55;263.78
2013-07-27;18;266.98;266.98
2013-07-27;19;284.73;284.73
2013-07-27;20;287.26;287.26
2013-07-27;21;282.71;282.71
2013-07-27;22;284.05;284.05
2013-07-27;23;290.76;281.45
2013-07-27;24;246.70;259.38
2013-07-28;1;254.45;254.45
2013-07-28;2;248.49;248.49
2013-07-28;3;240.43;240.43
2013-07-28;4;231.79;231.79
2013-07-28;5;223.44;223.44
2013-07-28;6;207.11;207.11
2013-07-28;7;217.02;217.02
2013-07-28;8;227.01;227.01
2013-07-28;9;238.05;238.05
2013-07-28;10;248.49;248.49
2013-07-28;11;254.00;254.90
2013-07-28;12;256.31;256.46
2013-07-28;13;256.54;256.84
2013-07-28;14;255.79;255.79
2013-07-28;15;255.42;255.42
2013-07-28;16;255.27;255.27
2013-07-28;17;254.45;254.45
2013-07-28;18;257.36;257.36
2013-07-28;19;256.84;256.84
2013-07-28;20;256.39;256.54
2013-07-28;21;259.22;259.22
2013-07-28;22;263.77;265.63
2013-07-28;23;273.24;273.24
2013-07-28;24;259.15;259.15
2013-07-29;1;253.93;253.93
2013-07-29;2;245.58;245.58
2013-07-29;3;236.71;236.71
2013-07-29;4;232.90;232.90
2013-07-29;5;234.99;234.99
2013-07-29;6;224.03;250.57
2013-07-29;7;289.71;274.73
2013-07-29;8;362.85;362.85
2013-07-29;9;379.77;379.77
2013-07-29;10;406.46;406.46
2013-07-29;11;427.19;427.19
2013-07-29;12;452.83;452.83
2013-07-29;13;410.19;410.19
2013-07-29;14;429.65;429.65
2013-07-29;15;439.71;439.71
2013-07-29;16;416.45;416.45
2013-07-29;17;380.07;380.07
2013-07-29;18;390.96;390.96
2013-07-29;19;372.32;372.32
2013-07-29;20;366.88;366.88
2013-07-29;21;343.76;343.76
2013-07-29;22;342.87;342.87
2013-07-29;23;342.27;342.27
2013-07-29;24;269.96;269.96
2013-07-30;1;248.62;254.36
2013-07-30;2;239.98;239.98
2013-07-30;3;236.92;236.92
2013-07-30;4;234.24;234.24
2013-07-30;5;235.43;235.43
2013-07-30;6;243.18;243.18
2013-07-30;7;251.23;259.58
2013-07-30;8;296.86;290.52
2013-07-30;9;306.03;306.03
2013-07-30;10;317.43;317.43
2013-07-30;11;310.95;310.95
2013-07-30;12;314.68;314.68
2013-07-30;13;300.29;300.29
2013-07-30;14;272.55;280.08
2013-07-30;15;246.98;277.77
2013-07-30;16;260.93;270.91
2013-07-30;17;246.31;268.98
2013-07-30;18;272.33;274.34
2013-07-30;19;284.78;284.78
2013-07-30;20;284.26;284.26
2013-07-30;21;280.53;280.53
2013-07-30;22;281.87;281.87
2013-07-30;23;283.22;283.22
2013-07-30;24;265.03;265.03
2013-07-31;1;214.01;254.56
2013-07-31;2;203.06;241.89
2013-07-31;3;233.54;233.54
2013-07-31;4;235.33;235.33
2013-07-31;5;237.79;237.79
2013-07-31;6;242.26;242.26
2013-07-31;7;256.73;256.73
2013-07-31;8;275.06;275.06
2013-07-31;9;291.76;291.76
2013-07-31;10;293.10;293.10
2013-07-31;11;288.33;288.33
2013-07-31;12;285.13;285.13
2013-07-31;13;253.00;276.70
2013-07-31;14;261.42;275.66
2013-07-31;15;261.27;275.06
2013-07-31;16;260.75;273.13
2013-07-31;17;245.25;268.73
2013-07-31;18;296.01;282.97
2013-07-31;19;289.60;289.60
2013-07-31;20;288.18;288.18
2013-07-31;21;284.75;284.75
2013-07-31;22;288.26;288.26
2013-07-31;23;286.92;286.92
2013-07-31;24;267.09;267.09
2013-08-01;1;255.05;255.05
2013-08-01;2;240.74;240.74
2013-08-01;3;235.15;235.15
2013-08-01;4;238.35;238.35
2013-08-01;5;244.54;244.54
2013-08-01;6;216.13;249.46
2013-08-01;7;264.22;264.22
2013-08-01;8;340.72;340.72
2013-08-01;9;346.68;346.68
2013-08-01;10;351.30;351.30
2013-08-01;11;328.79;328.79
2013-08-01;12;343.47;343.47
2013-08-01;13;318.87;318.87
2013-08-01;14;299.56;299.56
2013-08-01;15;291.58;291.58
2013-08-01;16;290.76;290.76
2013-08-01;17;299.41;299.41
2013-08-01;18;347.05;347.05
2013-08-01;19;365.17;365.17
2013-08-01;20;372.18;372.18
2013-08-01;21;320.51;320.51
2013-08-01;22;308.43;308.43
2013-08-01;23;327.67;327.67
2013-08-01;24;267.43;267.43
2013-08-02;1;234.21;255.16
2013-08-02;2;245.02;245.02
2013-08-02;3;240.03;240.03
2013-08-02;4;238.91;238.91
2013-08-02;5;239.13;239.13
2013-08-02;6;232.72;246.44
2013-08-02;7;273.72;272.68
2013-08-02;8;320.31;320.31
2013-08-02;9;307.86;307.86
2013-08-02;10;300.18;300.18
2013-08-02;11;315.17;315.17
2013-08-02;12;301.82;301.82
2013-08-02;13;287.51;287.51
2013-08-02;14;245.99;276.41
2013-08-02;15;255.91;275.06
2013-08-02;16;254.34;272.38
2013-08-02;17;262.54;267.83
2013-08-02;18;294.67;294.67
2013-08-02;19;314.50;314.50
2013-08-02;20;302.20;302.20
2013-08-02;21;279.98;279.98
2013-08-02;22;282.22;282.22
2013-08-02;23;278.49;278.49
2013-08-02;24;248.15;257.84
2013-08-03;1;227.87;245.76
2013-08-03;2;228.17;236.29
2013-08-03;3;193.66;193.66
2013-08-03;4;182.77;182.77
2013-08-03;5;168.02;168.02
2013-08-03;6;170.40;170.40
2013-08-03;7;166.00;166.00
2013-08-03;8;230.56;230.56
2013-08-03;9;241.74;246.13
2013-08-03;10;247.92;255.75
2013-08-03;11;254.18;262.53
2013-08-03;12;256.42;262.24
2013-08-03;13;256.12;260.52
2013-08-03;14;256.12;256.94
2013-08-03;15;254.78;254.78
2013-08-03;16;251.35;251.35
2013-08-03;17;243.00;252.77
2013-08-03;18;253.89;258.43
2013-08-03;19;283.03;278.49
2013-08-03;20;271.48;271.48
2013-08-03;21;273.27;273.27
2013-08-03;22;287.88;287.88
2013-08-03;23;283.03;283.03
2013-08-03;24;262.83;262.83
2013-08-04;1;256.12;256.12
2013-08-04;2;229.96;241.14
2013-08-04;3;233.54;233.54
2013-08-04;4;229.06;229.06
2013-08-04;5;226.31;226.31
2013-08-04;6;224.44;224.44
2013-08-04;7;229.21;229.21
2013-08-04;8;235.40;235.40
2013-08-04;9;243.08;243.08
2013-08-04;10;254.56;261.86
2013-08-04;11;257.09;269.61
2013-08-04;12;258.28;270.58
2013-08-04;13;258.28;269.91
2013-08-04;14;257.46;269.09
2013-08-04;15;256.50;267.90
2013-08-04;16;255.97;264.92
2013-08-04;17;258.06;262.98
2013-08-04;18;253.44;264.62
2013-08-04;19;264.92;269.17
2013-08-04;20;298.69;294.44
2013-08-04;21;315.68;315.68
2013-08-04;22;337.30;337.30
2013-08-04;23;362.49;362.49
2013-08-04;24;282.29;282.29
2013-08-05;1;234.21;255.16
2013-08-05;2;245.02;245.02
2013-08-05;3;240.03;240.03
2013-08-05;4;238.91;238.91
2013-08-05;5;239.13;239.13
2013-08-05;6;232.72;246.44
2013-08-05;7;273.72;272.68
2013-08-05;8;320.31;320.31
2013-08-05;9;307.86;307.86
2013-08-05;10;300.18;300.18
2013-08-05;11;315.17;315.17
2013-08-05;12;301.82;301.82
2013-08-05;13;287.51;287.51
2013-08-05;14;245.99;276.41
2013-08-05;15;255.91;275.06
2013-08-05;16;254.34;272.38
2013-08-05;17;262.54;267.83
2013-08-05;18;294.67;294.67
2013-08-05;19;314.50;314.50
2013-08-05;20;302.20;302.20
2013-08-05;21;279.98;279.98
2013-08-05;22;282.22;282.22
2013-08-05;23;278.49;278.49
2013-08-05;24;248.15;257.84
2013-08-06;1;208.52;246.46
2013-08-06;2;235.58;235.58
2013-08-06;3;225.81;225.81
2013-08-06;4;224.62;224.62
2013-08-06;5;226.71;226.71
2013-08-06;6;225.81;236.62
2013-08-06;7;243.78;261.37
2013-08-06;8;301.18;301.18
2013-08-06;9;296.78;334.73
2013-08-06;10;293.28;293.28
2013-08-06;11;290.82;290.82
2013-08-06;12;297.98;297.98
2013-08-06;13;288.06;288.06
2013-08-06;14;281.65;281.65
2013-08-06;15;281.65;281.65
2013-08-06;16;282.77;282.77
2013-08-06;17;293.06;296.49
2013-08-06;18;293.35;293.35
2013-08-06;19;328.02;335.85
2013-08-06;20;286.57;335.25
2013-08-06;21;282.92;282.92
2013-08-06;22;293.43;334.43
2013-08-06;23;293.13;293.13
2013-08-06;24;257.05;257.87
2013-08-07;1;224.08;246.30
2013-08-07;2;240.49;240.49
2013-08-07;3;234.74;234.74
2013-08-07;4;233.18;233.18
2013-08-07;5;238.02;238.02
2013-08-07;6;215.58;251.22
2013-08-07;7;296.71;296.71
2013-08-07;8;357.93;357.93
2013-08-07;9;414.16;414.16
2013-08-07;10;380.08;380.08
2013-08-07;11;357.71;357.71
2013-08-07;12;348.24;348.24
2013-08-07;13;328.55;328.55
2013-08-07;14;327.81;327.81
2013-08-07;15;318.93;318.93
2013-08-07;16;313.19;313.19
2013-08-07;17;309.16;309.16
2013-08-07;18;310.36;310.36
2013-08-07;19;319.98;319.98
2013-08-07;20;331.91;331.91
2013-08-07;21;305.51;305.51
2013-08-07;22;296.64;296.64
2013-08-07;23;264.57;291.49
2013-08-07;24;240.34;266.36
2013-08-08;1;260.86;270.04
2013-08-08;2;226.71;255.49
2013-08-08;3;224.62;253.78
2013-08-08;4;224.25;253.03
2013-08-08;5;240.21;253.70
2013-08-08;6;260.94;269.74
2013-08-08;7;279.51;279.51
2013-08-08;8;316.05;316.05
2013-08-08;9;351.84;351.84
2013-08-08;10;340.96;340.96
2013-08-08;11;339.84;339.84
2013-08-08;12;357.29;357.29
2013-08-08;13;340.73;340.73
2013-08-08;14;344.24;344.24
2013-08-08;15;331.49;331.49
2013-08-08;16;314.33;314.33
2013-08-08;17;310.16;310.16
2013-08-08;18;302.03;302.03
2013-08-08;19;305.09;305.09
2013-08-08;20;309.64;309.64
2013-08-08;21;301.51;301.51
2013-08-08;22;296.73;296.73
2013-08-08;23;282.56;282.56
2013-08-08;24;261.09;261.09
2013-08-09;1;247.63;247.63
2013-08-09;2;240.40;240.40
2013-08-09;3;235.40;235.40
2013-08-09;4;232.42;232.42
2013-08-09;5;235.55;235.55
2013-08-09;6;226.38;246.36
2013-08-09;7;274.62;274.62
2013-08-09;8;332.93;332.93
2013-08-09;9;342.78;342.78
2013-08-09;10;357.24;357.24
2013-08-09;11;344.19;344.19
2013-08-09;12;335.39;335.39
2013-08-09;13;339.79;339.79
2013-08-09;14;314.52;314.52
2013-08-09;15;290.13;290.13
2013-08-09;16;281.86;281.86
2013-08-09;17;288.42;288.42
2013-08-09;18;324.21;324.21
2013-08-09;19;358.36;358.36
2013-08-09;20;380.51;380.51
2013-08-09;21;357.84;357.84
2013-08-09;22;335.47;335.47
2013-08-09;23;304.75;298.33
2013-08-09;24;253.15;259.49
2013-08-10;1;227.22;246.61
2013-08-10;2;239.15;239.15
2013-08-10;3;237.88;238.33
2013-08-10;4;235.42;238.85
2013-08-10;5;234.90;239.00
2013-08-10;6;233.19;248.03
2013-08-10;7;232.96;254.29
2013-08-10;8;252.95;261.00
2013-08-10;9;281.81;281.81
2013-08-10;10;300.45;300.45
2013-08-10;11;294.63;294.63
2013-08-10;12;251.76;296.13
2013-08-10;13;249.82;291.73
2013-08-10;14;246.98;282.48
2013-08-10;15;245.19;280.47
2013-08-10;16;243.55;280.61
2013-08-10;17;243.70;275.92
2013-08-10;18;243.33;275.84
2013-08-10;19;241.84;277.33
2013-08-10;20;290.23;290.23
2013-08-10;21;292.02;292.02
2013-08-10;22;298.59;298.59
2013-08-10;23;275.39;278.97
2013-08-10;24;238.48;270.25
2013-08-11;1;244.79;257.02
2013-08-11;2;239.05;249.64
2013-08-11;3;230.99;246.58
2013-08-11;4;229.20;241.14
2013-08-11;5;227.71;231.81
2013-08-11;6;227.26;235.10
2013-08-11;7;227.11;244.34
2013-08-11;8;227.79;248.82
2013-08-11;9;232.78;262.10
2013-08-11;10;241.36;271.87
2013-08-11;11;243.82;275.07
2013-08-11;12;245.24;276.27
2013-08-11;13;243.82;274.03
2013-08-11;14;241.88;272.16
2013-08-11;15;241.14;270.00
2013-08-11;16;240.09;267.32
2013-08-11;17;241.36;268.81
2013-08-11;18;246.21;269.93
2013-08-11;19;248.30;273.06
2013-08-11;20;241.88;274.70
2013-08-11;21;261.20;273.95
2013-08-11;22;282.61;282.61
2013-08-11;23;263.06;274.55
2013-08-11;24;241.58;255.53
2013-08-12;1;244.42;244.42
2013-08-12;2;235.47;235.47
2013-08-12;3;231.81;231.81
2013-08-12;4;228.98;228.98
2013-08-12;5;230.69;232.56
2013-08-12;6;228.01;255.46
2013-08-12;7;281.41;281.41
2013-08-12;8;319.97;319.97
2013-08-12;9;360.32;360.32
2013-08-12;10;320.50;320.50
2013-08-12;11;313.26;313.26
2013-08-12;12;306.62;306.62
2013-08-12;13;300.81;300.81
2013-08-12;14;292.00;296.78
2013-08-12;15;287.38;297.37
2013-08-12;16;282.01;294.84
2013-08-12;17;294.61;294.61
2013-08-12;18;327.81;327.81
2013-08-12;19;358.68;358.68
2013-08-12;20;347.79;347.79
2013-08-12;21;335.19;335.19
2013-08-12;22;330.57;330.57
2013-08-12;23;301.77;301.77
2013-08-12;24;256.73;256.73
2013-08-13;1;242.03;242.03
2013-08-13;2;236.06;236.06
2013-08-13;3;231.96;231.96
2013-08-13;4;231.06;231.06
2013-08-13;5;230.76;230.76
2013-08-13;6;240.98;240.98
2013-08-13;7;286.03;286.03
2013-08-13;8;341.97;341.97
2013-08-13;9;394.25;394.25
2013-08-13;10;374.71;374.71
2013-08-13;11;346.52;346.52
2013-08-13;12;319.74;319.74
2013-08-13;13;293.94;313.03
2013-08-13;14;255.97;308.93
2013-08-13;15;253.73;304.38
2013-08-13;16;252.09;289.76
2013-08-13;17;246.95;285.58
2013-08-13;18;258.43;283.72
2013-08-13;19;262.09;286.55
2013-08-13;20;283.72;283.72
2013-08-13;21;302.36;302.36
2013-08-13;22;312.43;312.43
2013-08-13;23;287.00;287.00
2013-08-13;24;233.75;250.23
2013-08-14;1;196.91;235.84
2013-08-14;2;208.24;226.52
2013-08-14;3;203.32;219.80
2013-08-14;4;208.84;214.66
2013-08-14;5;198.03;220.03
2013-08-14;6;201.68;235.47
2013-08-14;7;245.24;245.24
2013-08-14;8;305.50;305.50
2013-08-14;9;267.99;298.72
2013-08-14;10;228.31;317.89
2013-08-14;11;242.63;328.78
2013-08-14;12;242.26;329.00
2013-08-14;13;241.96;324.90
2013-08-14;14;242.11;318.86
2013-08-14;15;241.21;324.30
2013-08-14;16;241.29;329.74
2013-08-14;17;228.83;309.16
2013-08-14;18;261.42;300.43
2013-08-14;19;302.74;302.74
2013-08-14;20;314.90;331.53
2013-08-14;21;311.92;364.35
2013-08-14;22;341.53;341.53
2013-08-14;23;286.71;286.71
2013-08-14;24;242.11;242.11
2013-08-15;1;236.42;236.42
2013-08-15;2;231.95;231.95
2013-08-15;3;230.31;230.31
2013-08-15;4;230.46;230.46
2013-08-15;5;232.25;236.12
2013-08-15;6;236.50;236.87
2013-08-15;7;282.51;282.51
2013-08-15;8;342.33;342.33
2013-08-15;9;323.31;323.31
2013-08-15;10;327.56;335.02
2013-08-15;11;342.40;342.40
2013-08-15;12;303.10;330.10
2013-08-15;13;252.16;329.05
2013-08-15;14;250.97;318.76
2013-08-15;15;250.37;317.79
2013-08-15;16;248.95;314.88
2013-08-15;17;247.68;308.54
2013-08-15;18;267.30;298.17
2013-08-15;19;305.48;305.48
2013-08-15;20;351.35;351.35
2013-08-15;21;350.68;350.68
2013-08-15;22;313.09;313.09
2013-08-15;23;263.42;269.83
2013-08-15;24;228.52;254.62
2013-08-16;1;239.68;239.68
2013-08-16;2;229.54;229.54
2013-08-16;3;224.62;224.62
2013-08-16;4;224.40;224.40
2013-08-16;5;223.50;223.50
2013-08-16;6;232.52;232.52
2013-08-16;7;264.29;269.22
2013-08-16;8;309.49;304.56
2013-08-16;9;316.27;316.27
2013-08-16;10;304.12;304.12
2013-08-16;11;305.76;305.76
2013-08-16;12;294.05;294.05
2013-08-16;13;280.10;280.10
2013-08-16;14;244.08;273.91
2013-08-16;15;255.64;270.26
2013-08-16;16;242.44;267.50
2013-08-16;17;253.78;267.43
2013-08-16;18;301.58;287.93
2013-08-16;19;285.03;285.03
2013-08-16;20;272.42;272.42
2013-08-16;21;277.12;277.12
2013-08-16;22;283.68;283.68
2013-08-16;23;275.41;275.41
2013-08-16;24;252.88;252.88
2013-08-17;1;253.61;253.61
2013-08-17;2;242.27;242.27
2013-08-17;3;229.89;229.89
2013-08-17;4;218.86;218.86
2013-08-17;5;218.71;218.71
2013-08-17;6;219.16;219.16
2013-08-17;7;229.15;229.15
2013-08-17;8;240.41;240.41
2013-08-17;9;254.50;254.50
2013-08-17;10;268.07;268.07
2013-08-17;11;275.45;275.45
2013-08-17;12;278.14;278.14
2013-08-17;13;275.23;275.23
2013-08-17;14;270.76;270.76
2013-08-17;15;266.43;266.43
2013-08-17;16;261.96;261.96
2013-08-17;17;261.44;261.44
2013-08-17;18;265.01;265.01
2013-08-17;19;275.75;275.75
2013-08-17;20;289.40;289.40
2013-08-17;21;279.26;279.26
2013-08-17;22;288.88;288.88
2013-08-17;23;263.67;263.67
2013-08-17;24;242.05;242.05
2013-08-18;1;205.51;234.37
2013-08-18;2;217.52;217.52
2013-08-18;3;197.54;197.54
2013-08-18;4;167.41;167.41
2013-08-18;5;156.15;156.15
2013-08-18;6;120.21;120.21
2013-08-18;7;136.16;136.16
2013-08-18;8;180.91;185.46
2013-08-18;9;203.28;220.80
2013-08-18;10;224.60;239.07
2013-08-18;11;230.65;247.20
2013-08-18;12;231.84;248.02
2013-08-18;13;233.48;244.89
2013-08-18;14;233.33;240.56
2013-08-18;15;231.17;234.90
2013-08-18;16;233.11;234.97
2013-08-18;17;235.79;240.19
2013-08-18;18;245.19;245.19
2013-08-18;19;252.94;252.94
2013-08-18;20;260.32;260.32
2013-08-18;21;262.26;262.26
2013-08-18;22;281.05;281.05
2013-08-18;23;285.53;285.53
2013-08-18;24;259.50;259.50
2013-08-19;1;243.92;243.92
2013-08-19;2;230.05;230.05
2013-08-19;3;228.41;228.41
2013-08-19;4;225.87;225.87
2013-08-19;5;229.08;229.08
2013-08-19;6;245.34;245.34
2013-08-19;7;351.30;351.30
2013-08-19;8;447.42;447.42
2013-08-19;9;447.42;447.42
2013-08-19;10;491.86;491.86
2013-08-19;11;553.09;553.09
2013-08-19;12;971.42;971.42
2013-08-19;13;744.43;744.43
2013-08-19;14;614.76;614.76
2013-08-19;15;479.71;479.71
2013-08-19;16;421.25;421.25
2013-08-19;17;415.13;415.13
2013-08-19;18;450.18;450.18
2013-08-19;19;444.59;444.59
2013-08-19;20;394.40;394.40
2013-08-19;21;413.49;413.49
2013-08-19;22;394.77;394.77
2013-08-19;23;335.12;335.12
2013-08-19;24;273.37;273.37
2013-08-20;1;225.25;225.25
2013-08-20;2;224.80;224.80
2013-08-20;3;222.41;222.41
2013-08-20;4;222.41;222.41
2013-08-20;5;223.53;223.53
2013-08-20;6;226.81;226.81
2013-08-20;7;293.99;293.99
2013-08-20;8;351.25;351.25
2013-08-20;9;410.53;410.53
2013-08-20;10;409.78;409.78
2013-08-20;11;406.72;406.72
2013-08-20;12;408.74;408.74
2013-08-20;13;364.82;364.82
2013-08-20;14;346.85;346.85
2013-08-20;15;344.62;344.62
2013-08-20;16;334.10;334.10
2013-08-20;17;330.00;330.00
2013-08-20;18;349.02;349.02
2013-08-20;19;367.95;367.95
2013-08-20;20;402.33;402.33
2013-08-20;21;371.98;371.98
2013-08-20;22;368.62;368.62
2013-08-20;23;313.97;313.97
2013-08-20;24;266.55;266.55
2013-08-21;1;233.63;251.60
2013-08-21;2;239.00;248.62
2013-08-21;3;239.00;244.81
2013-08-21;4;239.22;244.44
2013-08-21;5;239.44;246.23
2013-08-21;6;254.43;276.95
2013-08-21;7;342.43;342.43
2013-08-21;8;451.52;451.52
2013-08-21;9;429.37;429.37
2013-08-21;10;372.10;372.10
2013-08-21;11;394.18;394.18
2013-08-21;12;388.21;388.21
2013-08-21;13;372.48;372.48
2013-08-21;14;356.97;356.97
2013-08-21;15;341.38;341.38
2013-08-21;16;327.44;327.44
2013-08-21;17;330.64;330.64
2013-08-21;18;357.12;357.12
2013-08-21;19;373.00;373.00
2013-08-21;20;396.64;396.64
2013-08-21;21;425.20;425.20
2013-08-21;22;409.17;409.17
2013-08-21;23;350.26;350.26
2013-08-21;24;286.35;286.35
2013-08-22;1;253.74;253.74
2013-08-22;2;250.39;250.39
2013-08-22;3;233.83;233.83
2013-08-22;4;233.46;233.46
2013-08-22;5;239.20;239.20
2013-08-22;6;260.98;260.98
2013-08-22;7;331.99;331.99
2013-08-22;8;429.70;429.70
2013-08-22;9;488.99;488.99
2013-08-22;10;518.75;518.75
2013-08-22;11;554.33;554.33
2013-08-22;12;554.41;554.41
2013-08-22;13;543.07;543.07
2013-08-22;14;515.25;515.25
2013-08-22;15;463.78;463.78
2013-08-22;16;389.49;389.49
2013-08-22;17;388.60;388.60
2013-08-22;18;429.10;429.10
2013-08-22;19;429.84;429.84
2013-08-22;20;418.73;418.73
2013-08-22;21;406.05;406.05
2013-08-22;22;393.45;393.45
2013-08-22;23;379.95;379.95
2013-08-22;24;311.77;311.77
2013-08-23;1;272.52;278.56
2013-08-23;2;252.01;252.01
2013-08-23;3;246.71;246.71
2013-08-23;4;248.13;248.13
2013-08-23;5;240.52;251.19
2013-08-23;6;284.45;284.45
2013-08-23;7;349.78;349.78
2013-08-23;8;416.75;416.75
2013-08-23;9;449.27;449.27
2013-08-23;10;459.56;459.56
2013-08-23;11;451.06;451.06
2013-08-23;12;428.09;428.09
2013-08-23;13;394.01;394.01
2013-08-23;14;372.23;372.23
2013-08-23;15;347.32;347.32
2013-08-23;16;338.37;338.37
2013-08-23;17;339.26;339.26
2013-08-23;18;371.18;371.18
2013-08-23;19;387.74;387.74
2013-08-23;20;368.28;368.28
2013-08-23;21;365.07;365.07
2013-08-23;22;333.82;333.82
2013-08-23;23;307.05;307.05
2013-08-23;24;265.95;265.95
2013-08-24;1;240.46;250.16
2013-08-24;2;246.58;246.58
2013-08-24;3;236.14;247.85
2013-08-24;4;236.21;246.21
2013-08-24;5;236.36;244.27
2013-08-24;6;236.29;250.01
2013-08-24;7;236.43;262.91
2013-08-24;8;250.38;279.62
2013-08-24;9;270.07;296.33
2013-08-24;10;264.85;295.80
2013-08-24;11;275.89;301.55
2013-08-24;12;275.52;300.20
2013-08-24;13;240.76;297.00
2013-08-24;14;240.01;290.21
2013-08-24;15;238.08;280.59
2013-08-24;16;237.48;275.07
2013-08-24;17;237.33;276.34
2013-08-24;18;265.67;278.57
2013-08-24;19;265.67;278.65
2013-08-24;20;268.51;275.96
2013-08-24;21;282.01;282.01
2013-08-24;22;265.75;278.80
2013-08-24;23;265.45;273.06
2013-08-24;24;236.36;267.46
2013-08-25;1;193.19;260.54
2013-08-25;2;193.93;253.90
2013-08-25;3;164.99;253.61
2013-08-25;4;145.00;251.52
2013-08-25;5;153.36;250.40
2013-08-25;6;208.70;253.68
2013-08-25;7;206.76;254.05
2013-08-25;8;212.13;268.30
2013-08-25;9;232.57;277.10
2013-08-25;10;237.20;296.64
2013-08-25;11;240.70;305.22
2013-08-25;12;253.31;309.77
2013-08-25;13;242.12;307.91
2013-08-25;14;238.09;305.30
2013-08-25;15;237.94;297.39
2013-08-25;16;237.49;296.27
2013-08-25;17;237.49;296.27
2013-08-25;18;250.10;297.17
2013-08-25;19;240.55;306.64
2013-08-25;20;263.68;303.58
2013-08-25;21;263.82;310.82
2013-08-25;22;290.98;313.58
2013-08-25;23;284.26;284.26
2013-08-25;24;240.93;270.84
2013-08-26;1;259.35;259.35
2013-08-26;2;237.05;250.77
2013-08-26;3;234.96;248.31
2013-08-26;4;237.12;249.28
2013-08-26;5;228.02;255.84
2013-08-26;6;260.92;273.97
2013-08-26;7;332.52;332.52
2013-08-26;8;423.30;423.30
2013-08-26;9;435.31;435.31
2013-08-26;10;447.99;447.99
2013-08-26;11;449.18;449.18
2013-08-26;12;449.40;449.40
2013-08-26;13;433.14;433.14
2013-08-26;14;429.41;429.41
2013-08-26;15;410.99;410.99
2013-08-26;16;381.83;381.83
2013-08-26;17;373.32;373.32
2013-08-26;18;387.42;387.42
2013-08-26;19;409.95;409.95
2013-08-26;20;417.18;417.18
2013-08-26;21;442.62;442.62
2013-08-26;22;410.10;410.10
2013-08-26;23;395.33;395.33
2013-08-26;24;283.29;283.29
2013-08-27;1;270.62;272.63
2013-08-27;2;260.55;268.01
2013-08-27;3;260.55;264.43
2013-08-27;4;260.70;264.35
2013-08-27;5;260.85;269.65
