Dato;Time;Elspot Price, DKK/MWh;
;;DK-West;DK-East
2012-06-22;24;332.39;332.39
2012-06-23;1;253.02;253.02
2012-06-23;2;208.87;208.87
2012-06-23;3;180.92;180.92
2012-06-23;4;153.27;153.27
2012-06-23;5;146.13;146.13
2012-06-23;6;145.84;145.84
2012-06-23;7;148.51;148.51
2012-06-23;8;154.31;154.31
2012-06-23;9;248.49;248.49
2012-06-23;10;279.56;279.56
2012-06-23;11;262.91;262.91
2012-06-23;12;244.69;244.69
2012-06-23;13;167.09;167.09
2012-06-23;14;163.82;163.82
2012-06-23;15;163.01;163.01
2012-06-23;16;164.42;164.42
2012-06-23;17;164.72;164.72
2012-06-23;18;166.80;166.80
2012-06-23;19;261.72;261.72
2012-06-23;20;280.22;280.22
2012-06-23;21;279.33;279.33
2012-06-23;22;281.49;281.49
2012-06-23;23;281.56;281.56
2012-06-23;24;281.71;281.71
2012-06-24;1;240.14;240.14
2012-06-24;2;159.72;159.72
2012-06-24;3;140.18;140.18
2012-06-24;4;120.41;120.41
2012-06-24;5;103.91;103.91
2012-06-24;6;88.67;88.67
2012-06-24;7;90.53;90.53
2012-06-24;8;112.83;112.83
2012-06-24;9;124.94;124.94
2012-06-24;10;159.20;159.20
2012-06-24;11;147.54;147.54
2012-06-24;12;155.93;155.93
2012-06-24;13;152.29;152.29
2012-06-24;14;151.55;151.55
2012-06-24;15;151.77;151.77
2012-06-24;16;148.95;148.95
2012-06-24;17;150.66;150.66
2012-06-24;18;157.64;157.64
2012-06-24;19;163.66;163.66
2012-06-24;20;176.67;176.67
2012-06-24;21;174.59;174.59
2012-06-24;22;174.59;174.59
2012-06-24;23;228.40;228.40
2012-06-24;24;165.00;165.00
2012-06-25;1;132.74;132.74
2012-06-25;2;82.50;82.50
2012-06-25;3;64.37;64.37
2012-06-25;4;70.53;70.53
2012-06-25;5;74.25;74.25
2012-06-25;6;91.42;129.92
2012-06-25;7;226.69;188.19
2012-06-25;8;318.26;318.26
2012-06-25;9;352.60;352.60
2012-06-25;10;338.48;338.48
2012-06-25;11;343.68;343.68
2012-06-25;12;361.00;361.00
2012-06-25;13;331.42;331.42
2012-06-25;14;318.56;318.56
2012-06-25;15;277.01;277.01
2012-06-25;16;266.01;266.01
2012-06-25;17;255.16;255.16
2012-06-25;18;264.67;264.67
2012-06-25;19;282.51;282.51
2012-06-25;20;282.96;306.07
2012-06-25;21;180.16;292.84
2012-06-25;22;178.31;281.25
2012-06-25;23;180.31;276.93
2012-06-25;24;175.04;175.04
2012-06-26;1;173.63;173.63
2012-06-26;2;149.84;149.84
2012-06-26;3;131.26;131.26
2012-06-26;4;131.63;131.63
2012-06-26;5;131.04;131.04
2012-06-26;6;166.56;166.56
2012-06-26;7;246.84;246.84
2012-06-26;8;320.72;320.72
2012-06-26;9;350.00;350.00
2012-06-26;10;326.81;326.81
2012-06-26;11;305.18;305.18
2012-06-26;12;325.55;325.55
2012-06-26;13;305.55;305.55
2012-06-26;14;300.50;300.50
2012-06-26;15;284.82;284.82
2012-06-26;16;284.67;284.67
2012-06-26;17;275.68;275.68
2012-06-26;18;286.90;322.35
2012-06-26;19;286.08;332.83
2012-06-26;20;288.09;332.61
2012-06-26;21;288.01;320.87
2012-06-26;22;288.46;315.29
2012-06-26;23;288.53;315.51
2012-06-26;24;288.31;288.31
2012-06-27;1;176.64;176.64
2012-06-27;2;172.70;172.70
2012-06-27;3;171.36;171.36
2012-06-27;4;169.65;169.65
2012-06-27;5;170.39;170.39
2012-06-27;6;174.93;174.93
2012-06-27;7;302.95;302.95
2012-06-27;8;399.15;399.15
2012-06-27;9;397.44;397.44
2012-06-27;10;416.84;416.84
2012-06-27;11;409.26;409.26
2012-06-27;12;443.75;443.75
2012-06-27;13;434.09;434.09
2012-06-27;14;452.75;452.75
2012-06-27;15;431.19;431.19
2012-06-27;16;410.00;410.00
2012-06-27;17;371.72;371.72
2012-06-27;18;390.75;390.75
2012-06-27;19;423.76;423.76
2012-06-27;20;418.33;418.33
2012-06-27;21;402.27;402.27
2012-06-27;22;395.73;395.73
2012-06-27;23;409.33;409.33
2012-06-27;24;364.13;364.13
2012-06-28;1;289.93;289.93
2012-06-28;2;277.66;277.66
2012-06-28;3;257.81;257.81
2012-06-28;4;223.92;223.92
2012-06-28;5;236.55;236.55
2012-06-28;6;259.97;259.97
2012-06-28;7;327.99;327.99
2012-06-28;8;398.32;398.32
2012-06-28;9;455.26;455.26
2012-06-28;10;455.41;455.41
2012-06-28;11;461.73;461.73
2012-06-28;12;469.84;469.84
2012-06-28;13;410.51;410.51
2012-06-28;14;390.44;390.44
2012-06-28;15;371.71;371.71
2012-06-28;16;368.43;368.43
2012-06-28;17;363.75;363.75
2012-06-28;18;379.59;379.59
2012-06-28;19;387.47;387.47
2012-06-28;20;371.71;371.71
2012-06-28;21;359.14;359.14
2012-06-28;22;342.19;342.19
2012-06-28;23;335.72;335.72
2012-06-28;24;286.66;286.66
2012-06-29;1;275.13;275.13
2012-06-29;2;170.83;170.83
2012-06-29;3;166.60;166.60
2012-06-29;4;164.22;164.22
2012-06-29;5;163.62;163.62
2012-06-29;6;169.35;169.35
2012-06-29;7;319.44;319.44
2012-06-29;8;395.41;395.41
2012-06-29;9;448.20;448.20
2012-06-29;10;446.04;446.04
2012-06-29;11;419.20;419.20
2012-06-29;12;433.92;433.92
2012-06-29;13;401.96;401.96
2012-06-29;14;401.58;401.58
2012-06-29;15;335.35;335.35
2012-06-29;16;330.44;330.44
2012-06-29;17;341.67;341.67
2012-06-29;18;386.57;386.57
2012-06-29;19;394.23;394.23
2012-06-29;20;394.08;394.08
2012-06-29;21;385.23;385.23
2012-06-29;22;341.37;341.37
2012-06-29;23;380.62;380.62
2012-06-29;24;322.71;322.71
2012-06-30;1;294.31;294.31
2012-06-30;2;263.09;263.09
2012-06-30;3;164.81;164.81
2012-06-30;4;162.06;162.06
2012-06-30;5;160.05;160.05
2012-06-30;6;161.09;161.09
2012-06-30;7;216.40;216.40
2012-06-30;8;260.41;260.41
2012-06-30;9;307.17;307.17
2012-06-30;10;325.24;325.24
2012-06-30;11;312.97;312.97
2012-06-30;12;318.92;318.92
2012-06-30;13;293.94;293.94
2012-06-30;14;238.48;238.48
2012-06-30;15;207.63;207.63
2012-06-30;16;233.06;233.06
2012-06-30;17;257.96;257.96
2012-06-30;18;292.53;292.53
2012-06-30;19;338.54;338.54
2012-06-30;20;334.53;334.53
2012-06-30;21;319.14;319.14
2012-06-30;22;311.78;311.78
2012-06-30;23;336.69;336.69
2012-06-30;24;287.40;287.40
2012-07-01;1;253.31;253.31
2012-07-01;2;188.18;188.18
2012-07-01;3;159.48;159.48
2012-07-01;4;140.74;140.74
2012-07-01;5;124.02;124.02
2012-07-01;6;100.60;100.60
2012-07-01;7;109.74;109.74
2012-07-01;8;129.15;129.15
2012-07-01;9;146.17;146.17
2012-07-01;10;159.11;159.11
2012-07-01;11;159.41;159.41
2012-07-01;12;167.21;167.21
2012-07-01;13;164.24;164.24
2012-07-01;14;149.22;149.22
2012-07-01;15;153.90;153.90
2012-07-01;16;151.45;151.45
2012-07-01;17;159.85;159.85
2012-07-01;18;168.48;168.48
2012-07-01;19;241.49;241.49
2012-07-01;20;271.30;271.30
2012-07-01;21;283.12;283.12
2012-07-01;22;289.67;289.67
2012-07-01;23;313.68;313.68
2012-07-01;24;272.64;272.64
2012-07-02;1;171.75;171.75
2012-07-02;2;162.75;162.75
2012-07-02;3;154.05;154.05
2012-07-02;4;145.73;145.73
2012-07-02;5;131.97;131.97
2012-07-02;6;157.40;157.40
2012-07-02;7;174.13;174.13
2012-07-02;8;318.66;358.81
2012-07-02;9;387.29;387.29
2012-07-02;10;358.96;394.28
2012-07-02;11;394.50;411.38
2012-07-02;12;394.43;438.07
2012-07-02;13;308.63;433.53
2012-07-02;14;421.71;421.71
2012-07-02;15;409.97;409.97
2012-07-02;16;401.64;401.64
2012-07-02;17;394.58;394.58
2012-07-02;18;415.84;415.84
2012-07-02;19;438.00;438.00
2012-07-02;20;394.20;394.20
2012-07-02;21;356.81;356.81
2012-07-02;22;345.43;345.43
2012-07-02;23;364.02;364.02
2012-07-02;24;312.86;312.86
2012-07-03;1;173.39;173.39
2012-07-03;2;167.07;167.07
2012-07-03;3;163.28;163.28
2012-07-03;4;160.83;160.83
2012-07-03;5;160.90;160.90
2012-07-03;6;170.64;170.64
2012-07-03;7;308.72;308.72
2012-07-03;8;408.95;408.95
2012-07-03;9;445.90;445.90
2012-07-03;10;440.70;440.70
2012-07-03;11;454.90;454.90
2012-07-03;12;455.05;455.05
2012-07-03;13;430.66;430.66
2012-07-03;14;454.90;454.90
2012-07-03;15;438.84;438.84
2012-07-03;16;416.61;416.61
2012-07-03;17;394.30;394.30
2012-07-03;18;415.19;415.19
2012-07-03;19;398.54;398.54
2012-07-03;20;421.36;421.36
2012-07-03;21;448.65;448.65
2012-07-03;22;409.24;409.24
2012-07-03;23;371.10;371.10
2012-07-03;24;308.64;319.87
2012-07-04;1;283.12;283.12
2012-07-04;2;168.85;168.85
2012-07-04;3;163.94;163.94
2012-07-04;4;157.99;157.99
2012-07-04;5;156.73;156.73
2012-07-04;6;169.29;169.29
2012-07-04;7;307.96;315.54
2012-07-04;8;387.66;387.66
2012-07-04;9;395.69;395.69
2012-07-04;10;409.22;409.22
2012-07-04;11;431.16;431.16
2012-07-04;12;437.70;437.70
2012-07-04;13;408.33;408.33
2012-07-04;14;411.75;411.75
2012-07-04;15;394.35;394.35
2012-07-04;16;396.51;396.51
2012-07-04;17;395.47;395.47
2012-07-04;18;395.47;395.47
2012-07-04;19;415.32;415.32
2012-07-04;20;397.70;397.70
2012-07-04;21;359.11;359.11
2012-07-04;22;327.81;333.91
2012-07-04;23;317.62;339.33
2012-07-04;24;307.21;312.20
2012-07-05;1;166.51;166.51
2012-07-05;2;153.64;153.64
2012-07-05;3;146.58;146.58
2012-07-05;4;141.97;141.97
2012-07-05;5;138.85;138.85
2012-07-05;6;155.21;155.21
2012-07-05;7;267.50;282.38
2012-07-05;8;371.84;371.84
2012-07-05;9;420.92;420.92
2012-07-05;10;430.22;430.22
2012-07-05;11;416.83;416.83
2012-07-05;12;438.10;438.10
2012-07-05;13;415.87;415.87
2012-07-05;14;416.09;416.09
2012-07-05;15;401.22;401.22
2012-07-05;16;338.97;372.14
2012-07-05;17;379.72;379.72
2012-07-05;18;396.98;396.98
2012-07-05;19;432.52;432.52
2012-07-05;20;353.10;353.10
2012-07-05;21;308.11;343.88
2012-07-05;22;302.38;302.38
2012-07-05;23;304.39;311.16
2012-07-05;24;160.34;271.67
2012-07-06;1;159.02;159.02
2012-07-06;2;144.74;144.74
2012-07-06;3;137.38;137.38
2012-07-06;4;126.37;126.37
2012-07-06;5;125.40;125.40
2012-07-06;6;143.48;143.48
2012-07-06;7;161.92;161.92
2012-07-06;8;308.82;308.82
2012-07-06;9;430.72;430.72
2012-07-06;10;460.92;460.92
2012-07-06;11;495.28;495.28
2012-07-06;12;384.01;476.09
2012-07-06;13;455.12;455.12
2012-07-06;14;424.25;424.25
2012-07-06;15;358.73;395.62
2012-07-06;16;328.60;381.93
2012-07-06;17;323.62;361.55
2012-07-06;18;349.95;367.13
2012-07-06;19;350.02;359.17
2012-07-06;20;323.92;344.67
2012-07-06;21;308.45;323.99
2012-07-06;22;308.74;311.79
2012-07-06;23;349.13;351.14
2012-07-06;24;308.52;308.52
2012-07-07;1;148.35;148.35
2012-07-07;2;136.00;136.00
2012-07-07;3;126.47;126.47
2012-07-07;4;120.29;120.29
2012-07-07;5;92.15;92.15
2012-07-07;6;95.36;95.36
2012-07-07;7;133.77;133.77
2012-07-07;8;229.12;259.27
2012-07-07;9;262.99;308.92
2012-07-07;10;329.69;329.69
2012-07-07;11;340.11;340.11
2012-07-07;12;349.64;349.64
2012-07-07;13;309.51;338.32
2012-07-07;14;308.99;308.99
2012-07-07;15;278.40;278.40
2012-07-07;16;266.41;266.41
2012-07-07;17;267.53;267.53
2012-07-07;18;297.53;297.53
2012-07-07;19;268.05;268.05
2012-07-07;20;310.33;310.33
2012-07-07;21;309.22;310.33
2012-07-07;22;309.07;318.07
2012-07-07;23;309.22;328.57
2012-07-07;24;295.97;295.97
2012-07-08;1;157.56;157.56
2012-07-08;2;145.58;145.58
2012-07-08;3;139.70;139.70
2012-07-08;4;132.49;132.49
2012-07-08;5;123.93;123.93
2012-07-08;6;112.85;112.85
2012-07-08;7;99.61;99.61
2012-07-08;8;131.15;131.15
2012-07-08;9;142.90;142.90
2012-07-08;10;158.08;158.08
2012-07-08;11;187.83;187.83
2012-07-08;12;218.41;218.41
2012-07-08;13;209.85;209.85
2012-07-08;14;147.29;147.29
2012-07-08;15;133.83;133.83
2012-07-08;16;121.85;121.85
2012-07-08;17;118.80;118.80
2012-07-08;18;140.52;140.52
2012-07-08;19;192.97;192.97
2012-07-08;20;249.28;249.28
2012-07-08;21;238.72;238.72
2012-07-08;22;228.30;245.86
2012-07-08;23;227.56;312.96
2012-07-08;24;225.70;241.25
2012-07-09;1;143.13;143.13
2012-07-09;2;128.25;128.25
2012-07-09;3;119.02;119.02
2012-07-09;4;112.33;112.33
2012-07-09;5;115.08;115.08
2012-07-09;6;134.50;134.50
2012-07-09;7;148.78;148.78
2012-07-09;8;290.86;290.86
2012-07-09;9;314.82;314.82
2012-07-09;10;372.92;372.92
2012-07-09;11;371.28;371.28
2012-07-09;12;371.50;371.50
2012-07-09;13;355.81;355.81
2012-07-09;14;337.43;337.43
2012-07-09;15;319.36;319.36
2012-07-09;16;166.71;312.29
2012-07-09;17;163.81;290.57
2012-07-09;18;163.66;293.77
2012-07-09;19;155.62;290.57
2012-07-09;20;152.80;152.80
2012-07-09;21;148.63;148.63
2012-07-09;22;145.28;145.28
2012-07-09;23;144.91;144.91
2012-07-09;24;130.85;130.85
2012-07-10;1;112.11;112.11
2012-07-10;2;83.91;83.91
2012-07-10;3;52.22;52.22
2012-07-10;4;46.72;46.72
2012-07-10;5;45.82;45.82
2012-07-10;6;91.65;91.65
2012-07-10;7;131.30;131.30
2012-07-10;8;148.78;148.78
2012-07-10;9;150.49;324.34
2012-07-10;10;151.90;363.99
2012-07-10;11;153.62;387.65
2012-07-10;12;158.23;387.72
2012-07-10;13;159.19;396.35
2012-07-10;14;153.62;388.76
2012-07-10;15;153.24;372.55
2012-07-10;16;151.61;358.71
2012-07-10;17;152.43;341.75
2012-07-10;18;336.54;336.54
2012-07-10;19;337.95;337.95
2012-07-10;20;334.53;334.53
2012-07-10;21;329.40;329.40
2012-07-10;22;327.61;327.61
2012-07-10;23;337.36;337.36
2012-07-10;24;134.27;134.27
2012-07-11;1;126.23;126.23
2012-07-11;2;118.27;118.27
2012-07-11;3;115.97;115.97
2012-07-11;4;117.31;117.31
2012-07-11;5;117.31;117.31
2012-07-11;6;123.11;123.11
2012-07-11;7;296.80;296.80
2012-07-11;8;356.38;356.38
2012-07-11;9;439.69;439.69
2012-07-11;10;439.62;439.62
2012-07-11;11;434.19;434.19
2012-07-11;12;438.35;438.35
2012-07-11;13;395.73;395.73
2012-07-11;14;360.47;360.47
2012-07-11;15;357.05;357.05
2012-07-11;16;316.73;333.62
2012-07-11;17;309.89;309.89
2012-07-11;18;320.82;320.82
2012-07-11;19;357.42;357.42
2012-07-11;20;316.58;357.12
2012-07-11;21;325.73;325.73
2012-07-11;22;306.69;306.69
2012-07-11;23;290.85;290.85
2012-07-11;24;125.93;125.93
2012-07-12;1;99.80;99.80
2012-07-12;2;87.53;87.53
2012-07-12;3;75.86;75.86
2012-07-12;4;66.78;66.78
2012-07-12;5;63.51;63.51
2012-07-12;6;79.20;79.20
2012-07-12;7;107.84;107.84
2012-07-12;8;301.05;301.05
2012-07-12;9;326.93;326.93
2012-07-12;10;356.38;356.38
2012-07-12;11;352.73;356.45
2012-07-12;12;356.45;356.97
2012-07-12;13;319.79;319.79
2012-07-12;14;291.97;291.97
2012-07-12;15;274.42;274.42
2012-07-12;16;227.27;258.06
2012-07-12;17;126.72;256.42
2012-07-12;18;122.11;286.17
2012-07-12;19;118.32;118.32
2012-07-12;20;116.39;116.39
2012-07-12;21;111.70;111.70
2012-07-12;22;108.95;108.95
2012-07-12;23;105.60;105.60
2012-07-12;24;97.05;97.05
2012-07-13;1;72.22;72.22
2012-07-13;2;54.22;54.22
2012-07-13;3;44.25;44.25
2012-07-13;4;37.86;37.86
2012-07-13;5;38.30;38.30
2012-07-13;6;60.62;60.62
2012-07-13;7;91.18;91.18
2012-07-13;8;108.44;108.44
2012-07-13;9;115.88;115.88
2012-07-13;10;116.99;116.99
2012-07-13;11;308.06;308.06
2012-07-13;12;308.66;308.66
2012-07-13;13;308.06;308.06
2012-07-13;14;308.21;308.21
2012-07-13;15;186.53;186.53
2012-07-13;16;287.24;287.24
2012-07-13;17;308.06;308.06
2012-07-13;18;318.99;318.99
2012-07-13;19;308.95;308.95
2012-07-13;20;308.51;308.51
2012-07-13;21;227.44;227.44
2012-07-13;22;89.99;89.99
2012-07-13;23;93.56;93.56
2012-07-13;24;81.66;81.66
2012-07-14;1;96.18;96.18
2012-07-14;2;73.27;73.27
2012-07-14;3;67.24;67.24
2012-07-14;4;62.85;62.85
2012-07-14;5;57.95;57.95
2012-07-14;6;56.46;56.46
2012-07-14;7;62.78;62.78
2012-07-14;8;89.48;89.48
2012-07-14;9;269.27;269.27
2012-07-14;10;285.71;285.71
2012-07-14;11;263.99;263.99
2012-07-14;12;260.72;260.72
2012-07-14;13;246.21;246.21
2012-07-14;14;85.91;85.91
2012-07-14;15;79.89;79.89
2012-07-14;16;77.36;77.36
2012-07-14;17;74.90;74.90
2012-07-14;18;82.49;82.49
2012-07-14;19;80.78;80.78
2012-07-14;20;76.99;76.99
2012-07-14;21;70.66;70.66
2012-07-14;22;69.77;69.77
2012-07-14;23;73.12;73.12
2012-07-14;24;65.90;65.90
2012-07-15;1;72.82;72.82
2012-07-15;2;63.38;63.38
2012-07-15;3;52.81;52.81
2012-07-15;4;40.09;40.09
2012-07-15;5;34.81;34.81
2012-07-15;6;34.44;34.44
2012-07-15;7;36.45;36.45
2012-07-15;8;45.75;45.75
2012-07-15;9;60.33;60.33
2012-07-15;10;64.05;64.05
2012-07-15;11;68.66;68.66
2012-07-15;12;71.04;71.04
2012-07-15;13;70.07;70.07
2012-07-15;14;66.35;66.35
2012-07-15;15;64.71;64.71
2012-07-15;16;60.48;60.48
2012-07-15;17;59.58;59.58
2012-07-15;18;61.29;61.29
2012-07-15;19;63.75;63.75
2012-07-15;20;62.26;62.26
2012-07-15;21;62.04;62.04
2012-07-15;22;63.75;63.75
2012-07-15;23;66.43;66.43
2012-07-15;24;55.34;55.34
2012-07-16;1;49.17;49.17
2012-07-16;2;34.51;34.51
2012-07-16;3;31.39;31.39
2012-07-16;4;30.35;30.35
2012-07-16;5;30.20;30.20
2012-07-16;6;37.19;37.19
2012-07-16;7;60.55;60.55
2012-07-16;8;71.48;71.48
2012-07-16;9;85.10;85.10
2012-07-16;10;90.68;90.68
2012-07-16;11;92.61;92.61
2012-07-16;12;89.04;89.04
2012-07-16;13;86.06;86.06
2012-07-16;14;85.84;85.84
2012-07-16;15;84.95;84.95
2012-07-16;16;75.20;75.20
2012-07-16;17;72.60;72.60
2012-07-16;18;72.67;72.67
2012-07-16;19;72.82;72.82
2012-07-16;20;71.11;71.11
2012-07-16;21;67.17;67.17
2012-07-16;22;68.73;68.73
2012-07-16;23;69.62;69.62
2012-07-16;24;57.50;57.50
2012-07-17;1;54.01;54.01
2012-07-17;2;38.31;38.31
2012-07-17;3;35.04;35.04
2012-07-17;4;33.48;33.48
2012-07-17;5;33.48;33.48
2012-07-17;6;37.35;37.35
2012-07-17;7;57.88;57.88
2012-07-17;8;229.74;358.38
2012-07-17;9;231.30;395.72
2012-07-17;10;200.58;409.93
2012-07-17;11;76.41;438.35
2012-07-17;12;79.75;455.17
2012-07-17;13;70.90;434.71
2012-07-17;14;71.87;394.98
2012-07-17;15;69.56;356.52
2012-07-17;16;67.11;353.99
2012-07-17;17;64.65;333.30
2012-07-17;18;65.99;351.08
2012-07-17;19;68.59;360.16
2012-07-17;20;64.13;64.13
2012-07-17;21;61.30;61.30
2012-07-17;22;56.17;56.17
2012-07-17;23;57.44;57.44
2012-07-17;24;45.83;45.83
2012-07-18;1;50.46;50.46
2012-07-18;2;35.20;35.20
2012-07-18;3;30.96;30.96
2012-07-18;4;30.59;30.59
2012-07-18;5;30.81;30.81
2012-07-18;6;37.36;37.36
2012-07-18;7;54.18;54.18
2012-07-18;8;65.12;65.12
2012-07-18;9;227.15;359.41
2012-07-18;10;200.28;395.13
2012-07-18;11;358.59;399.60
2012-07-18;12;358.66;404.44
2012-07-18;13;358.66;380.55
2012-07-18;14;359.04;367.52
2012-07-18;15;354.27;354.27
2012-07-18;16;333.43;333.43
2012-07-18;17;319.89;319.89
2012-07-18;18;331.05;331.05
2012-07-18;19;356.21;356.21
2012-07-18;20;359.63;359.63
2012-07-18;21;271.81;271.81
2012-07-18;22;233.03;233.03
2012-07-18;23;232.36;232.36
2012-07-18;24;72.79;72.79
2012-07-19;1;51.26;51.26
2012-07-19;2;59.59;59.59
2012-07-19;3;48.65;48.65
2012-07-19;4;46.35;46.35
2012-07-19;5;51.63;51.63
2012-07-19;6;67.55;67.55
2012-07-19;7;60.78;60.78
2012-07-19;8;82.35;82.35
2012-07-19;9;150.65;150.65
2012-07-19;10;150.65;150.65
2012-07-19;11;226.01;226.01
2012-07-19;12;150.94;150.94
2012-07-19;13;150.42;150.42
2012-07-19;14;224.44;224.44
2012-07-19;15;164.93;164.93
2012-07-19;16;80.27;80.27
2012-07-19;17;78.78;78.78
2012-07-19;18;131.01;131.01
2012-07-19;19;80.05;80.05
2012-07-19;20;78.11;78.11
2012-07-19;21;73.43;73.43
2012-07-19;22;73.95;73.95
2012-07-19;23;72.76;72.76
2012-07-19;24;70.52;70.52
2012-07-20;1;70.81;70.81
2012-07-20;2;65.83;65.83
2012-07-20;3;64.12;64.12
2012-07-20;4;63.45;63.45
2012-07-20;5;63.45;63.45
2012-07-20;6;65.24;65.24
2012-07-20;7;72.97;72.97
2012-07-20;8;237.96;237.96
2012-07-20;9;272.40;335.03
2012-07-20;10;305.05;356.38
2012-07-20;11;305.20;356.97
2012-07-20;12;263.10;356.82
2012-07-20;13;227.10;386.36
2012-07-20;14;76.84;356.82
2012-07-20;15;75.20;356.60
2012-07-20;16;70.67;335.18
2012-07-20;17;67.84;67.84
2012-07-20;18;67.10;356.01
2012-07-20;19;66.80;356.30
2012-07-20;20;64.42;64.42
2012-07-20;21;61.96;61.96
2012-07-20;22;61.96;61.96
2012-07-20;23;64.57;64.57
2012-07-20;24;59.73;59.73
2012-07-21;1;73.93;73.93
2012-07-21;2;68.95;68.95
2012-07-21;3;61.36;61.36
2012-07-21;4;57.87;57.87
2012-07-21;5;54.59;54.59
2012-07-21;6;55.79;55.79
2012-07-21;7;60.40;60.40
2012-07-21;8;73.71;73.71
2012-07-21;9;75.87;75.87
2012-07-21;10;85.46;85.46
2012-07-21;11;84.57;84.57
2012-07-21;12;86.28;86.28
2012-07-21;13;82.71;82.71
2012-07-21;14;80.03;186.10
2012-07-21;15;77.58;77.58
2012-07-21;16;75.35;186.10
2012-07-21;17;75.50;75.50
2012-07-21;18;78.99;261.07
2012-07-21;19;79.44;291.20
2012-07-21;20;78.10;186.32
2012-07-21;21;78.32;78.32
2012-07-21;22;77.50;77.50
2012-07-21;23;83.23;83.23
2012-07-21;24;80.93;80.93
2012-07-22;1;86.59;86.59
2012-07-22;2;83.17;83.17
2012-07-22;3;81.98;81.98
2012-07-22;4;82.13;82.13
2012-07-22;5;81.76;81.76
2012-07-22;6;81.24;81.24
2012-07-22;7;82.87;82.87
2012-07-22;8;86.82;86.82
2012-07-22;9;86.67;86.67
2012-07-22;10;110.92;156.15
2012-07-22;11;163.67;163.67
2012-07-22;12;111.00;196.92
2012-07-22;13;87.19;199.08
2012-07-22;14;86.37;166.72
2012-07-22;15;83.84;140.38
2012-07-22;16;81.83;140.08
2012-07-22;17;80.87;159.87
2012-07-22;18;82.13;226.08
2012-07-22;19;85.78;260.45
2012-07-22;20;84.81;297.72
2012-07-22;21;86.67;86.67
2012-07-22;22;85.11;85.11
2012-07-22;23;83.54;83.54
2012-07-22;24;79.90;79.90
2012-07-23;1;64.05;64.05
2012-07-23;2;53.56;53.56
2012-07-23;3;30.58;30.58
2012-07-23;4;29.46;29.46
2012-07-23;5;29.16;29.16
2012-07-23;6;39.73;39.73
2012-07-23;7;60.33;60.33
2012-07-23;8;70.82;70.82
2012-07-23;9;64.50;335.44
2012-07-23;10;69.63;366.76
2012-07-23;11;72.01;354.41
2012-07-23;12;69.78;349.28
2012-07-23;13;68.67;343.40
2012-07-23;14;67.70;318.56
2012-07-23;15;63.98;298.39
2012-07-23;16;60.85;298.62
2012-07-23;17;61.30;326.66
2012-07-23;18;70.75;364.38
2012-07-23;19;75.29;395.78
2012-07-23;20;77.44;396.07
2012-07-23;21;81.54;81.54
2012-07-23;22;83.17;83.17
2012-07-23;23;83.84;83.84
2012-07-23;24;80.05;80.05
2012-07-24;1;74.47;74.47
2012-07-24;2;60.56;60.56
2012-07-24;3;43.08;43.08
2012-07-24;4;49.18;49.18
2012-07-24;5;60.41;60.41
2012-07-24;6;70.08;70.08
2012-07-24;7;79.16;304.89
2012-07-24;8;232.43;365.30
2012-07-24;9;269.03;386.36
2012-07-24;10;305.64;396.40
2012-07-24;11;355.33;394.54
2012-07-24;12;339.78;394.32
2012-07-24;13;334.87;371.85
2012-07-24;14;301.25;348.94
2012-07-24;15;305.19;319.40
2012-07-24;16;305.19;320.66
2012-07-24;17;305.19;356.67
2012-07-24;18;355.56;390.38
2012-07-24;19;362.18;394.77
2012-07-24;20;362.18;399.75
2012-07-24;21;305.19;305.19
2012-07-24;22;237.41;237.41
2012-07-24;23;88.54;88.54
2012-07-24;24;86.30;86.30
2012-07-25;1;66.58;66.58
2012-07-25;2;62.57;62.57
2012-07-25;3;61.08;61.08
2012-07-25;4;60.78;60.78
2012-07-25;5;61.08;61.08
2012-07-25;6;59.59;59.59
2012-07-25;7;305.84;305.84
2012-07-25;8;379.27;379.27
2012-07-25;9;385.96;416.61
2012-07-25;10;399.28;399.28
2012-07-25;11;418.70;418.70
2012-07-25;12;421.45;421.45
2012-07-25;13;400.54;400.54
2012-07-25;14;394.96;394.96
2012-07-25;15;396.53;396.53
2012-07-25;16;379.94;398.16
2012-07-25;17;379.41;403.15
2012-07-25;18;379.86;425.61
2012-07-25;19;379.41;425.32
2012-07-25;20;387.37;412.30
2012-07-25;21;198.11;198.11
2012-07-25;22;73.35;73.35
2012-07-25;23;72.46;72.46
2012-07-25;24;66.96;66.96
2012-07-26;1;58.62;58.62
2012-07-26;2;53.93;53.93
2012-07-26;3;52.67;52.67
2012-07-26;4;52.45;52.45
2012-07-26;5;52.15;52.15
2012-07-26;6;52.22;52.22
2012-07-26;7;56.54;56.54
2012-07-26;8;199.67;199.67
2012-07-26;9;60.48;60.48
2012-07-26;10;366.30;366.30
2012-07-26;11;366.75;366.75
2012-07-26;12;372.03;372.03
2012-07-26;13;366.97;366.97
2012-07-26;14;366.90;366.90
2012-07-26;15;364.07;364.07
2012-07-26;16;364.00;364.00
2012-07-26;17;366.30;366.30
2012-07-26;18;366.67;366.67
2012-07-26;19;366.38;366.38
2012-07-26;20;306.71;306.71
2012-07-26;21;225.48;225.48
2012-07-26;22;228.38;228.38
2012-07-26;23;260.07;260.07
2012-07-26;24;67.47;67.47
2012-07-27;1;65.84;65.84
2012-07-27;2;62.93;62.93
2012-07-27;3;62.71;62.71
2012-07-27;4;62.19;62.19
